Irms,Tamb,Tmot,THD,Etat
8.00426405643089,30.8696934833407,61.398841655079,2.23739727937803,0
11.6438939213059,15.7175829793203,79.0760897313732,6.30331097444332,1
3.00137249780814,18.8271775507144,24.5379569779172,3.88583870547404,0
6.62799087158208,34.5491112878603,53.6798428782358,2.39545532638807,0
4.76107068980536,34.2159461204129,44.9899921827429,2.84904609107232,0
4.10806313722557,26.131833182042,33.8560494569747,2.64149572985609,0
5.23512253653205,27.9218144299188,42.454571296652,3.80515380230668,0
7.14672872451657,20.4418602858655,40.0038245432121,3.58565820395613,0
7.76120969076804,34.0418217142568,61.616341225757,2.80157949394559,0
9.46580080804028,28.3954961265448,68.2784641026569,3.43592788718743,0
8.03033417283954,28.3361599027752,60.1995454565691,3.60229560431475,0
11.2226340047611,15.2220666673985,73.4442414722768,6.53208806853872,1
5.45342699677821,32.0593969969939,43.5996832822441,3.42229874620131,0
13.5374092366913,30.566524373604,111.369984701306,10.6866135029251,1
3.32865111837511,28.6984799380961,33.927529677265,3.3228496638351,0
11.0456101221408,29.8156362603917,90.3851706103524,11.7186640019103,1
8.00765762840552,18.1314484919675,45.3090881595556,2.90536347802479,0
9.70427794134902,29.375501056973,74.9744318450686,3.1731519959766,0
4.6846432631428,16.9363682138642,26.9495499742013,3.27857356814386,0
5.37721786901855,29.1389889607727,39.8776103958501,2.684973884219,0
12.6089348241064,15.0526359225101,83.8527231613433,8.6078166746739,1
14.6191389086328,30.5241157492076,124.918104284826,8.43839065642851,1
6.76109013791091,24.8311436956308,41.5762511590128,3.63202605292736,0
11.3078713880318,19.0877373259573,77.2441086992194,10.6744594851872,1
13.5166698275525,29.5849322889079,112.927454142249,10.0149332188128,1
13.7352799620462,21.3130826356632,107.699917206039,10.9726598183648,1
4.02053053643733,32.6763517999502,38.5581805638077,3.65728042370244,0
3.46865739879459,18.6046705046444,23.6046705046444,2.04624498796587,0
5.03796503477483,33.7710130857205,47.1234223370889,3.50676949758611,0
13.537710041153,34.4150029610632,114.660227715624,9.32320670270889,1
4.1801620059966,21.0897048810466,30.6608820670792,3.14015667240878,0
8.05329150006063,32.249727994086,66.8405255041385,2.82426526648669,0
14.494674361806,31.8435823773402,122.28143096819,7.32883792381991,1
9.3979834196762,23.4922542018921,61.7285984871775,3.4395675557024,0
11.3025253674057,22.2736881570557,80.5677296428476,11.1867518690927,1
6.78618757207276,20.6487494647009,42.9925437604123,2.32050409990957,0
11.238011132179,34.8647356893109,89.7839492310973,11.8366770384952,1
13.0155080627685,20.115020539038,97.5679633535149,11.0596235601229,1
3.2194593281303,33.4135119551824,38.6020569677786,2.36478026642622,0
12.0017317793396,23.5667042751944,93.1945051950107,10.8860494901305,1
14.8663330668779,33.7085402468282,135.465300368793,6.75138238471935,1
11.9779878525581,31.7768966839637,94.9832819652103,9.33467034431797,1
6.36532790477286,18.1155465123103,32.7324170430653,3.86075490898979,0
12.4713519414179,26.4856670870177,97.1822850985656,8.30166717310799,1
4.2387120789317,28.4700602937137,33.8659853070221,3.32859013601346,0
8.37472231411086,23.1164081199809,50.5152791267798,2.18311339706729,0
13.9031460371171,15.0975408896445,103.873912512246,6.99353861216487,1
6.52336978048415,21.5066265953792,38.2499156130735,2.69594354381094,0
6.45330406303619,31.778898959465,49.8325607514457,2.11804707498399,0
4.56034286541933,16.2564796043454,26.6563826048367,3.88913069912867,0
3.23240349444356,17.1083949287863,22.1083949287863,2.48398506517265,0
11.1460263952787,29.0357469302383,86.3071024014299,7.72410140252786,1
5.53953739200071,25.2831653551238,40.6131002914307,3.92324159984831,0
6.18655991246671,24.9633364998902,45.5719796772182,3.62218227799434,0
8.89887791136406,22.4721943785281,58.582331873122,3.01818640513633,0
3.64035054140496,27.0702723334264,35.0201051900936,2.0789533473655,0
9.88941126590416,32.0293753375408,78.9850089247206,2.11571429737134,0
