Irradiance,WindSpeed,AmbientTemp,Power,Failure
374.54011884736246,5.904532804161631,14.945632738667939,123.5323023735838,0.0
950.7143064099162,7.101534890625321,13.31648384925613,296.70121985378296,0.0
731.9939418114051,12.818210898032705,7.046156500114402,45.181543034314316,1.0
598.6584841970366,5.100065790898382,24.29066680405952,184.21415225296042,0.0
156.01864044243652,13.04474527218257,19.064966420345154,54.08411728530899,0.0
155.99452033620264,1.3220164646503725,34.628039692960144,47.45730678469288,0.0
58.08361216819946,11.65197655812946,1.2843832192823301,21.519825767025353,0.0
866.1761457749352,12.713214495821045,25.754717102205053,268.6723964496771,0.0
601.1150117432088,2.7272647925600815,30.517955140462444,177.38335905044914,0.0
708.0725777960455,6.455197985583006,30.37946276753228,211.23099409151774,0.0
20.584494295802447,2.4824966199548344,35.442958683821004,6.393728402686713,0.0
969.9098521619943,10.599061934913266,29.161349713179764,288.81891482532905,0.0
832.4426408004217,8.030216520924851,37.11240246590785,90.96177677286487,1.0
212.33911067827614,9.529850200624816,13.306263992835659,73.28066318191925,0.0
181.82496720710063,2.947304504343167,20.128376670061723,59.07719079714296,0.0
183.4045098534338,3.176187930786293,0.563186531315627,64.25295823218859,0.0
304.24224295953775,0.6224598826485955,0.2783034921316485,103.79406431929061,0.0
524.7564316322379,4.831013027935946,9.605064818060796,172.5558752252471,0.0
431.94501864211577,8.396169920005125,4.03228788556341,149.61393170651922,0.0
291.22914019804193,12.869023709959931,10.408454717430144,22.842914848361517,1.0
611.8528947223795,10.00391171188021,7.081731781135896,41.673841285013914,1.0
139.49386065204183,6.5309448509962715,1.1408009935459296,49.90010994707754,0.0
292.14464853521815,14.296801715912068,36.37216585624198,93.97566852521574,0.0
366.3618432936917,10.788678008637477,0.328925255555661,131.2399503092573,0.0
456.06998421703594,13.95247804293825,29.443285773483417,147.57889475559668,0.0
785.1759613930136,7.913819599082485,6.085915476780661,258.52217280660255,0.0
199.67378215835973,3.883564121897094,36.489184879984,60.917039189702045,0.0
514.2344384136117,0.7924002954708298,35.71183758359543,148.1322513550315,0.0
592.4145688620424,10.891272772257757,26.156045854770294,187.60749588796943,0.0
46.45041271999772,1.8195449700830117,26.889365992024207,14.831219259992912,0.0
607.5448519014384,4.541626924079508,0.21356567878754174,204.81359899842477,0.0
170.52412368729154,7.9870636182584605,39.394862644544084,52.92414184638819,0.0
65.05159298527951,8.466248816696215,35.11330414303258,20.869343829986622,0.0
948.8855372533333,9.00874795480704,35.80424902920368,272.35876063871694,0.0
965.6320330745593,2.4938299552455097,26.369781482034877,276.1268861785886,0.0
808.3973481164611,5.696061072324731,13.79147714618146,254.03150080711453,0.0
304.6137691733707,9.2579134067545,35.745945963619235,95.1379514690551,0.0
97.67211400638386,14.547282969506771,11.660677126047695,35.284491432314255,0.0
684.2330265121569,10.91446706549533,22.508461733688115,217.4974241395914,0.0
440.1524937396013,13.839056356409367,3.989238893755296,156.94205254174716,0.0
122.03823484477883,11.433180874712656,36.87822520531001,39.30379388165832,0.0
495.17691011127016,8.875754533386006,5.630818310848533,169.75615610359972,0.0
